timestamp,wheel_rpm,speed,distance
2025-06-07T19:25:43Z,426.63,80.42,22.34
2025-06-07T19:25:44Z,419.07,78.99,21.94
2025-06-07T19:25:45Z,415.49,78.32,21.76
2025-06-07T19:25:46Z,411.09,77.49,21.52
2025-06-07T19:25:47Z,414.85,78.2,21.72
2025-06-07T19:25:48Z,417.66,78.73,21.87
2025-06-07T19:25:49Z,423.9,79.9,22.2
2025-06-07T19:25:50Z,417.33,78.66,21.85
2025-06-07T19:25:51Z,416.09,78.43,21.79
2025-06-07T19:25:52Z,408.6,77.02,21.39
2025-06-07T19:25:53Z,404.13,76.18,21.16
2025-06-07T19:25:54Z,404.21,76.19,21.16
2025-06-07T19:25:55Z,396.68,74.77,20.77
2025-06-07T19:25:56Z,391.88,73.87,20.52
2025-06-07T19:25:57Z,394.27,74.32,20.64
2025-06-07T19:25:58Z,394.98,74.45,20.68
2025-06-07T19:25:59Z,390.53,73.61,20.45
2025-06-07T19:26:00Z,391.95,73.88,20.52
2025-06-07T19:26:01Z,396.88,74.81,20.78
2025-06-07T19:26:02Z,389.03,73.33,20.37
2025-06-07T19:26:03Z,393.89,74.25,20.62
2025-06-07T19:26:04Z,397.05,74.84,20.79
2025-06-07T19:26:05Z,394.5,74.36,20.66
2025-06-07T19:26:06Z,389.02,73.33,20.37
2025-06-07T19:26:07Z,396.3,74.7,20.75
2025-06-07T19:26:08Z,393.7,74.21,20.61
2025-06-07T19:26:09Z,387.21,72.99,20.27
2025-06-07T19:26:10Z,380.8,71.78,19.94
2025-06-07T19:26:11Z,386.33,72.82,20.23
2025-06-07T19:26:12Z,387.98,73.13,20.31
2025-06-07T19:26:13Z,392.87,74.05,20.57
2025-06-07T19:26:14Z,396.52,74.74,20.76
2025-06-07T19:26:15Z,397.1,74.85,20.79
2025-06-07T19:26:16Z,404.63,76.27,21.19
2025-06-07T19:26:17Z,402.7,75.91,21.09
2025-06-07T19:26:18Z,403.52,76.06,21.13
2025-06-07T19:26:19Z,408.77,77.05,21.4
2025-06-07T19:26:20Z,410.65,77.41,21.5
2025-06-07T19:26:21Z,416.41,78.49,21.8
2025-06-07T19:26:22Z,417.64,78.72,21.87
2025-06-07T19:26:23Z,420.9,79.34,22.04
2025-06-07T19:26:24Z,413.67,77.97,21.66
2025-06-07T19:26:25Z,409.34,77.16,21.43
2025-06-07T19:26:26Z,405.99,76.53,21.26
2025-06-07T19:26:27Z,399.3,75.27,20.91
2025-06-07T19:26:28Z,395.04,74.46,20.68
2025-06-07T19:26:29Z,388.69,73.27,20.35
2025-06-07T19:26:30Z,385.16,72.6,20.17
2025-06-07T19:26:31Z,387.32,73.01,20.28
2025-06-07T19:26:32Z,385.17,72.6,20.17
2025-06-07T19:26:33Z,383.1,72.21,20.06
2025-06-07T19:26:34Z,378.48,71.34,19.82
2025-06-07T19:26:35Z,374.77,70.64,19.62
2025-06-07T19:26:36Z,381.72,71.95,19.99
2025-06-07T19:26:37Z,384.08,72.4,20.11
2025-06-07T19:26:38Z,385.81,72.72,20.2
2025-06-07T19:26:39Z,380.58,71.74,19.93
2025-06-07T19:26:40Z,384.23,72.42,20.12
2025-06-07T19:26:41Z,378.87,71.42,19.84
2025-06-07T19:26:42Z,376.95,71.05,19.74
2025-06-07T19:26:43Z,384.74,72.52,20.15
2025-06-07T19:26:44Z,386.97,72.94,20.26
2025-06-07T19:26:45Z,387.88,73.11,20.31
2025-06-07T19:26:46Z,390.81,73.67,20.46
2025-06-07T19:26:47Z,396.27,74.7,20.75
2025-06-07T19:26:48Z,400.66,75.52,20.98
2025-06-07T19:26:49Z,396.35,74.71,20.75
2025-06-07T19:26:50Z,388.9,73.31,20.36
2025-06-07T19:26:51Z,385.97,72.75,20.21
2025-06-07T19:26:52Z,382.27,72.06,20.02
2025-06-07T19:26:53Z,377.67,71.19,19.77
2025-06-07T19:26:54Z,384.72,72.52,20.14
2025-06-07T19:26:55Z,390.71,73.65,20.46
2025-06-07T19:26:56Z,387.76,73.09,20.3
2025-06-07T19:26:57Z,390.23,73.56,20.43
2025-06-07T19:26:58Z,388.57,73.24,20.35
2025-06-07T19:26:59Z,395.17,74.49,20.69
2025-06-07T19:27:00Z,394.52,74.36,20.66
2025-06-07T19:27:01Z,390.77,73.66,20.46
2025-06-07T19:27:02Z,386.74,72.9,20.25
2025-06-07T19:27:03Z,387.72,73.08,20.3
2025-06-07T19:27:04Z,383.94,72.37,20.1
2025-06-07T19:27:05Z,385.29,72.63,20.17
2025-06-07T19:27:06Z,391.62,73.82,20.51
2025-06-07T19:27:07Z,390.02,73.52,20.42
2025-06-07T19:27:08Z,385.55,72.67,20.19
2025-06-07T19:27:09Z,393.47,74.17,20.6
2025-06-07T19:27:10Z,393.62,74.2,20.61
2025-06-07T19:27:11Z,387.11,72.97,20.27
2025-06-07T19:27:12Z,379.9,71.61,19.89
2025-06-07T19:27:13Z,373.69,70.44,19.57
2025-06-07T19:27:14Z,375.72,70.82,19.67
2025-06-07T19:27:15Z,380.37,71.7,19.92
2025-06-07T19:27:16Z,379.13,71.46,19.85
2025-06-07T19:27:17Z,372.18,70.15,19.49
2025-06-07T19:27:18Z,370.3,69.8,19.39
2025-06-07T19:27:19Z,378.19,71.29,19.8
2025-06-07T19:27:20Z,378.66,71.38,19.83
2025-06-07T19:27:21Z,386.15,72.79,20.22
2025-06-07T19:27:22Z,391.9,73.87,20.52
2025-06-07T19:27:23Z,384.12,72.41,20.11
2025-06-07T19:27:24Z,387.63,73.07,20.3
2025-06-07T19:27:25Z,390.53,73.61,20.45
2025-06-07T19:27:26Z,391.11,73.72,20.48
2025-06-07T19:27:27Z,387.4,73.02,20.28
2025-06-07T19:27:28Z,389.65,73.45,20.4
2025-06-07T19:27:29Z,383.46,72.28,20.08
2025-06-07T19:27:30Z,382.43,72.09,20.02
2025-06-07T19:27:31Z,381.69,71.95,19.99
2025-06-07T19:27:32Z,388.91,73.31,20.36
2025-06-07T19:27:33Z,394.89,74.44,20.68
2025-06-07T19:27:34Z,391.13,73.73,20.48
2025-06-07T19:27:35Z,391.14,73.73,20.48
2025-06-07T19:27:36Z,386.02,72.76,20.21
2025-06-07T19:27:37Z,392.59,74.0,20.56
2025-06-07T19:27:38Z,398.49,75.11,20.86
2025-06-07T19:27:39Z,395.28,74.51,20.7
2025-06-07T19:27:40Z,397.49,74.93,20.81
2025-06-07T19:27:41Z,399.23,75.25,20.9
2025-06-07T19:27:42Z,393.7,74.21,20.61
2025-06-07T19:27:43Z,397.88,75.0,20.83
2025-06-07T19:27:44Z,398.51,75.12,20.87
2025-06-07T19:27:45Z,402.94,75.95,21.1
2025-06-07T19:27:46Z,403.42,76.04,21.12
2025-06-07T19:27:47Z,395.47,74.55,20.71
2025-06-07T19:27:48Z,392.68,74.02,20.56
2025-06-07T19:27:49Z,385.03,72.58,20.16
2025-06-07T19:27:50Z,391.86,73.86,20.52
2025-06-07T19:27:51Z,397.88,75.0,20.83
2025-06-07T19:27:52Z,403.16,75.99,21.11
2025-06-07T19:27:53Z,400.1,75.42,20.95
2025-06-07T19:27:54Z,393.06,74.09,20.58
2025-06-07T19:27:55Z,399.08,75.22,20.9
2025-06-07T19:27:56Z,406.19,76.57,21.27
2025-06-07T19:27:57Z,399.6,75.32,20.92
2025-06-07T19:27:58Z,399.38,75.28,20.91
2025-06-07T19:27:59Z,392.52,73.99,20.55
2025-06-07T19:28:00Z,396.67,74.77,20.77
2025-06-07T19:28:01Z,400.9,75.57,20.99
2025-06-07T19:28:02Z,394.98,74.45,20.68
2025-06-07T19:28:03Z,394.59,74.38,20.66
2025-06-07T19:28:04Z,395.38,74.53,20.7
2025-06-07T19:28:05Z,391.64,73.82,20.51
2025-06-07T19:28:06Z,397.57,74.94,20.82
2025-06-07T19:28:07Z,396.35,74.71,20.75
2025-06-07T19:28:08Z,391.76,73.85,20.51
2025-06-07T19:28:09Z,392.39,73.96,20.55
2025-06-07T19:28:10Z,396.05,74.65,20.74
2025-06-07T19:28:11Z,391.29,73.76,20.49
2025-06-07T19:28:12Z,388.29,73.19,20.33
2025-06-07T19:28:13Z,396.17,74.68,20.74
2025-06-07T19:28:14Z,398.56,75.13,20.87
2025-06-07T19:28:15Z,397.57,74.94,20.82
2025-06-07T19:28:16Z,397.85,74.99,20.83
2025-06-07T19:28:17Z,391.82,73.86,20.52
2025-06-07T19:28:18Z,387.44,73.03,20.29
2025-06-07T19:28:19Z,384.86,72.55,20.15
2025-06-07T19:28:20Z,386.27,72.81,20.22
2025-06-07T19:28:21Z,381.97,72.0,20.0
2025-06-07T19:28:22Z,377.52,71.16,19.77
2025-06-07T19:28:23Z,370.69,69.87,19.41
2025-06-07T19:28:24Z,372.78,70.27,19.52
2025-06-07T19:28:25Z,368.47,69.45,19.29
2025-06-07T19:28:26Z,374.92,70.67,19.63
2025-06-07T19:28:27Z,380.64,71.75,19.93
2025-06-07T19:28:28Z,373.81,70.46,19.57
2025-06-07T19:28:29Z,369.64,69.68,19.35
2025-06-07T19:28:30Z,372.33,70.18,19.5
2025-06-07T19:28:31Z,367.78,69.33,19.26
2025-06-07T19:28:32Z,361.93,68.22,18.95
2025-06-07T19:28:33Z,368.86,69.53,19.31
2025-06-07T19:28:34Z,369.99,69.74,19.37
2025-06-07T19:28:35Z,369.56,69.66,19.35
2025-06-07T19:28:36Z,374.09,70.51,19.59
2025-06-07T19:28:37Z,378.98,71.44,19.84
2025-06-07T19:28:38Z,374.05,70.51,19.59
2025-06-07T19:28:39Z,367.64,69.3,19.25
2025-06-07T19:28:40Z,366.54,69.09,19.19
2025-06-07T19:28:41Z,365.33,68.86,19.13
2025-06-07T19:28:42Z,364.8,68.76,19.1
2025-06-07T19:28:43Z,368.45,69.45,19.29
2025-06-07T19:28:44Z,371.21,69.97,19.44
